;Ch1;Ch2;Ch3;Ch4;Ch5;Ch6;Ch7;Ch8;Ch9;Ch10;Ch11;Ch12;Ch13;Ch14;Ch15;Ch16;Ch17;Ch18;Ch19;Ch20;Ch21;Ch22;Ch23;Ch24;Ch25;Ch26;Ch27;Ch28;Ch29;Ch30;Ch31;Ch32
1593689657,8770785;-41,208126068115234;-41,208126068115234;-41,208126068115234;-41,208126068115234;-41,208126068115234;-41,208126068115234;-41,208126068115234;-41,208126068115234;-41,208126068115234;-41,208126068115234;-41,208126068115234;-41,208126068115234;-41,208126068115234;-41,208126068115234;-41,208126068115234;-41,208126068115234;-41,208126068115234;-41,208126068115234;-41,208126068115234;-41,208126068115234;-41,208126068115234;-41,208126068115234;-41,208126068115234;-41,208126068115234;-41,208126068115234;-41,208126068115234;-41,208126068115234;-41,208126068115234;-41,208126068115234;-41,208126068115234;-41,208126068115234;-41,208126068115234
1593689657,8810785;-41,208126068115234;-41,239410400390625;-41,28953170776367;-41,133888244628906;-41,31745910644531;-40,77302551269531;-40,8599739074707;-40,62384033203125;-40,93970489501953;-40,49024200439453;-40,75739288330078;-40,612098693847656;-40,84688949584961;-40,744964599609375;-41,106239318847656;-41,02073287963867;-41,18934631347656;-41,448341369628906;-40,99460220336914;-41,37660598754883;-41,14399719238281;-41,42134475708008;-41,1962776184082;-41,42000198364258;-41,305824279785156;-41,64870834350586;-41,45643615722656;-41,661834716796875;-41,52611541748047;-41,493072509765625;-41,68357467651367;-41,69074249267578
1593689657,8850784;-36,04881286621094;-36,04881286621094;-36,04881286621094;-36,04881286621094;-36,04881286621094;-36,04881286621094;-36,04881286621094;-36,04881286621094;-36,04881286621094;-36,04881286621094;-36,04881286621094;-36,04881286621094;-36,04881286621094;-36,04881286621094;-36,04881286621094;-36,04881286621094;-36,04881286621094;-36,04881286621094;-36,04881286621094;-36,04881286621094;-36,04881286621094;-36,04881286621094;-36,04881286621094;-36,04881286621094;-36,04881286621094;-36,04881286621094;-36,04881286621094;-36,04881286621094;-36,04881286621094;-36,04881286621094;-36,04881286621094;-36,04881286621094
1593689657,8890784;-36,04881286621094;-36,138004302978516;-36,254058837890625;-36,23317337036133;-36,52097702026367;-36,22365951538086;-36,57956314086914;-36,27091979980469;-36,914695739746094;-36,52098083496094;-36,854610443115234;-36,49700164794922;-36,85536193847656;-36,62849807739258;-37,02189636230469;-36,85155487060547;-36,82703399658203;-37,106361389160156;-36,607730865478516;-37,104496002197266;-36,7525634765625;-36,981746673583984;-36,54070281982422;-36,735626220703125;-36,461639404296875;-36,61106872558594;-36,340911865234375;-36,58396911621094;-36,3369255065918;-36,27194595336914;-36,4140510559082;-36,412654876708984
1593689657,8930783;-32,93360137939453;-32,93360137939453;-32,93360137939453;-32,93360137939453;-32,93360137939453;-32,93360137939453;-32,93360137939453;-32,93360137939453;-32,93360137939453;-32,93360137939453;-32,93360137939453;-32,93360137939453;-32,93360137939453;-32,93360137939453;-32,93360137939453;-32,93360137939453;-32,93360137939453;-32,93360137939453;-32,93360137939453;-32,93360137939453;-32,93360137939453;-32,93360137939453;-32,93360137939453;-32,93360137939453;-32,93360137939453;-32,93360137939453;-32,93360137939453;-32,93360137939453;-32,93360137939453;-32,93360137939453;-32,93360137939453;-32,93360137939453
1593689657,8970783;-32,93360137939453;-32,847259521484375;-33,06187438964844;-32,83584213256836;-32,9273796081543;-32,741756439208984;-32,87602233886719;-32,93459701538086;-33,22695541381836;-33,223541259765625;-33,69170379638672;-33,57830810546875;-33,84629440307617;-33,83588790893555;-34,140682220458984;-34,12028121948242;-34,21052169799805;-34,210365295410156;-33,99152374267578;-34,29738235473633;-33,86869430541992;-34,031654357910156;-33,67472839355469;-33,75366973876953;-33,611576080322266;-33,59343338012695;-33,48989486694336;-33,46060562133789;-33,475521087646484;-33,43842697143555;-33,63330841064453;-33,37531280517578
1593689657,9010782;-34,09650421142578;-34,09650421142578;-34,09650421142578;-34,09650421142578;-34,09650421142578;-34,09650421142578;-34,09650421142578;-34,09650421142578;-34,09650421142578;-34,09650421142578;-34,09650421142578;-34,09650421142578;-34,09650421142578;-34,09650421142578;-34,09650421142578;-34,09650421142578;-34,09650421142578;-34,09650421142578;-34,09650421142578;-34,09650421142578;-34,09650421142578;-34,09650421142578;-34,09650421142578;-34,09650421142578;-34,09650421142578;-34,09650421142578;-34,09650421142578;-34,09650421142578;-34,09650421142578;-34,09650421142578;-34,09650421142578;-34,09650421142578
1593689657,9050782;-34,09650421142578;-34,287349700927734;-34,41349411010742;-34,5509033203125;-34,67894744873047;-34,66204833984375;-34,58452606201172;-34,922019958496094;-35,007286071777344;-34,89350128173828;-34,967063903808594;-35,03230667114258;-35,08348083496094;-34,95287322998047;-34,87929153442383;-34,821983337402344;-34,9243278503418;-34,63136672973633;-34,38142776489258;-34,39223098754883;-33,971702575683594;-33,99974060058594;-33,899837493896484;-33,987220764160156;-33,88663864135742;-34,08122253417969;-34,11175537109375;-34,21987533569336;-34,30907440185547;-34,26378631591797;-34,51592254638672;-34,53093338012695
1593689657,9090781;-33,39098358154297;-33,39098358154297;-33,39098358154297;-33,39098358154297;-33,39098358154297;-33,39098358154297;-33,39098358154297;-33,39098358154297;-33,39098358154297;-33,39098358154297;-33,39098358154297;-33,39098358154297;-33,39098358154297;-33,39098358154297;-33,39098358154297;-33,39098358154297;-33,39098358154297;-33,39098358154297;-33,39098358154297;-33,39098358154297;-33,39098358154297;-33,39098358154297;-33,39098358154297;-33,39098358154297;-33,39098358154297;-33,39098358154297;-33,39098358154297;-33,39098358154297;-33,39098358154297;-33,39098358154297;-33,39098358154297;-33,39098358154297
1593689657,913078;-33,39098358154297;-33,707584381103516;-33,981224060058594;-34,06761169433594;-34,506317138671875;-34,5894660949707;-34,91011428833008;-35,12225341796875;-35,32624053955078;-35,14507293701172;-35,26095962524414;-35,181156158447266;-35,174591064453125;-34,81435012817383;-34,79743957519531;-34,60638427734375;-34,564910888671875;-34,542213439941406;-34,01226043701172;-34,03037643432617;-33,631961822509766;-33,782264709472656;-33,45975875854492;-33,542606353759766;-33,41001510620117;-33,60896682739258;-33,45222854614258;-33,529293060302734;-33,47018051147461;-33,397804260253906;-33,42829895019531;-33,68409729003906
1593689657,917078;-31,892986297607422;-31,892986297607422;-31,892986297607422;-31,892986297607422;-31,892986297607422;-31,892986297607422;-31,892986297607422;-31,892986297607422;-31,892986297607422;-31,892986297607422;-31,892986297607422;-31,892986297607422;-31,892986297607422;-31,892986297607422;-31,892986297607422;-31,892986297607422;-31,892986297607422;-31,892986297607422;-31,892986297607422;-31,892986297607422;-31,892986297607422;-31,892986297607422;-31,892986297607422;-31,892986297607422;-31,892986297607422;-31,892986297607422;-31,892986297607422;-31,892986297607422;-31,892986297607422;-31,892986297607422;-31,892986297607422;-31,892986297607422
1593689657,921078;-31,892986297607422;-31,851367950439453;-32,25003433227539;-31,956504821777344;-32,24753952026367;-32,0495491027832;-32,2673454284668;-32,37501907348633;-32,75471496582031;-32,699310302734375;-32,87821578979492;-32,844478607177734;-33,00341033935547;-32,98905944824219;-32,95219039916992;-32,89822006225586;-32,83743667602539;-32,82274627685547;-32,53545379638672;-32,49626159667969;-32,20746994018555;-32,4908332824707;-31,992515563964844;-32,137569427490234;-32,02641677856445;-32,04220199584961;-32,133697509765625;-32,02785873413086;-31,990333557128906;-31,94671058654785;-32,17185974121094;-32,26129913330078
1593689657,925078;-28,31765365600586;-28,31765365600586;-28,31765365600586;-28,31765365600586;-28,31765365600586;-28,31765365600586;-28,31765365600586;-28,31765365600586;-28,31765365600586;-28,31765365600586;-28,31765365600586;-28,31765365600586;-28,31765365600586;-28,31765365600586;-28,31765365600586;-28,31765365600586;-28,31765365600586;-28,31765365600586;-28,31765365600586;-28,31765365600586;-28,31765365600586;-28,31765365600586;-28,31765365600586;-28,31765365600586;-28,31765365600586;-28,31765365600586;-28,31765365600586;-28,31765365600586;-28,31765365600586;-28,31765365600586;-28,31765365600586;-28,31765365600586
1593689657,9290779;-28,31765365600586;-28,244884490966797;-28,427627563476562;-28,260900497436523;-28,750322341918945;-28,28016471862793;-28,569116592407227;-28,54315948486328;-28,919721603393555;-28,88303565979004;-28,979726791381836;-29,256961822509766;-29,20305061340332;-29,363039016723633;-29,189611434936523;-29,440998077392578;-29,3543758392334;-29,349206924438477;-29,313371658325195;-29,500621795654297;-29,479066848754883;-29,568653106689453;-29,233760833740234;-29,379106521606445;-29,232519149780273;-29,135282516479492;-29,13189125061035;-29,029521942138672;-28,953025817871094;-28,616886138916016;-28,751073837280273;-28,724563598632812
1593689657,9330778;-24,956750869750977;-24,956750869750977;-24,956750869750977;-24,956750869750977;-24,956750869750977;-24,956750869750977;-24,956750869750977;-24,956750869750977;-24,956750869750977;-24,956750869750977;-24,956750869750977;-24,956750869750977;-24,956750869750977;-24,956750869750977;-24,956750869750977;-24,956750869750977;-24,956750869750977;-24,956750869750977;-24,956750869750977;-24,956750869750977;-24,956750869750977;-24,956750869750977;-24,956750869750977;-24,956750869750977;-24,956750869750977;-24,956750869750977;-24,956750869750977;-24,956750869750977;-24,956750869750977;-24,956750869750977;-24,956750869750977;-24,956750869750977
1593689657,9370778;-24,956750869750977;-25,087129592895508;-25,118759155273438;-25,098373413085938;-25,478946685791016;-25,145278930664062;-25,55815887451172;-25,642255783081055;-25,879045486450195;-25,9968318939209;-26,206037521362305;-26,31807518005371;-26,470861434936523;-26,58963966369629;-26,605756759643555;-26,827529907226562;-26,878971099853516;-27,111225128173828;-26,714588165283203;-27,071287155151367;-26,91472053527832;-27,10397720336914;-26,670930862426758;-26,717477798461914;-26,7576961517334;-26,56326675415039;-26,50029945373535;-26,4034481048584;-26,098613739013672;-25,730607986450195;-25,788429260253906;-25,631975173950195
1593689657,9410777;-24,48173713684082;-24,48173713684082;-24,48173713684082;-24,48173713684082;-24,48173713684082;-24,48173713684082;-24,48173713684082;-24,48173713684082;-24,48173713684082;-24,48173713684082;-24,48173713684082;-24,48173713684082;-24,48173713684082;-24,48173713684082;-24,48173713684082;-24,48173713684082;-24,48173713684082;-24,48173713684082;-24,48173713684082;-24,48173713684082;-24,48173713684082;-24,48173713684082;-24,48173713684082;-24,48173713684082;-24,48173713684082;-24,48173713684082;-24,48173713684082;-24,48173713684082;-24,48173713684082;-24,48173713684082;-24,48173713684082;-24,48173713684082
1593689657,9450777;-24,48173713684082;-24,557323455810547;-24,444467544555664;-24,34264373779297;-24,33853530883789;-24,238737106323242;-24,2415714263916;-24,633771896362305;-24,892393112182617;-24,76805877685547;-25,044612884521484;-25,086917877197266;-25,33026885986328;-25,484331130981445;-25,727643966674805;-25,8068904876709;-26,116552352905273;-26,321680068969727;-26,128061294555664;-26,356151580810547;-26,103342056274414;-26,110153198242188;-25,919754028320312;-25,85930633544922;-26,014842987060547;-25,713300704956055;-25,636716842651367;-25,549222946166992;-25,394676208496094;-25,228113174438477;-25,281373977661133;-25,196155548095703
1593689657,9490776;-25,918212890625;-25,918212890625;-25,918212890625;-25,918212890625;-25,918212890625;-25,918212890625;-25,918212890625;-25,918212890625;-25,918212890625;-25,918212890625;-25,918212890625;-25,918212890625;-25,918212890625;-25,918212890625;-25,918212890625;-25,918212890625;-25,918212890625;-25,918212890625;-25,918212890625;-25,918212890625;-25,918212890625;-25,918212890625;-25,918212890625;-25,918212890625;-25,918212890625;-25,918212890625;-25,918212890625;-25,918212890625;-25,918212890625;-25,918212890625;-25,918212890625;-25,918212890625
1593689657,9530776;-25,918212890625;-25,95115852355957;-26,137882232666016;-26,420021057128906;-26,52724838256836;-26,39238739013672;-26,5226993560791;-26,986417770385742;-27,140869140625;-26,97373390197754;-26,97028350830078;-26,943912506103516;-26,999828338623047;-26,896318435668945;-26,880783081054688;-26,867647171020508;-27,022768020629883;-26,81621742248535;-26,6114444732666;-26,697463989257812;-26,702106475830078;-26,604534149169922;-26,341463088989258;-26,271434783935547;-26,214391708374023;-26,002695083618164;-26,119102478027344;-26,008962631225586;-26,14418601989746;-25,977493286132812;-26,111597061157227;-26,18545913696289
1593689657,9570775;-22,788230895996094;-22,788230895996094;-22,788230895996094;-22,788230895996094;-22,788230895996094;-22,788230895996094;-22,788230895996094;-22,788230895996094;-22,788230895996094;-22,788230895996094;-22,788230895996094;-22,788230895996094;-22,788230895996094;-22,788230895996094;-22,788230895996094;-22,788230895996094;-22,788230895996094;-22,788230895996094;-22,788230895996094;-22,788230895996094;-22,788230895996094;-22,788230895996094;-22,788230895996094;-22,788230895996094;-22,788230895996094;-22,788230895996094;-22,788230895996094;-22,788230895996094;-22,788230895996094;-22,788230895996094;-22,788230895996094;-22,788230895996094
1593689657,9610775;-22,788230895996094;-22,76881980895996;-22,74658966064453;-22,875173568725586;-23,01908302307129;-22,813112258911133;-22,988218307495117;-23,160572052001953;-23,220550537109375;-23,505279541015625;-23,303287506103516;-23,379127502441406;-23,590606689453125;-23,47625160217285;-23,5604248046875;-23,44104766845703;-23,523014068603516;-23,42238998413086;-23,11897850036621;-23,265527725219727;-23,178646087646484;-23,22151756286621;-22,90068244934082;-23,0598087310791;-22,881546020507812;-22,802942276000977;-23,145790100097656;-23,13825035095215;-23,39854621887207;-22,9407901763916;-23,334346771240234;-23,09450340270996
1593689657,9650774;-14,419814109802246;-14,419814109802246;-14,419814109802246;-14,419814109802246;-14,419814109802246;-14,419814109802246;-14,419814109802246;-14,419814109802246;-14,419814109802246;-14,419814109802246;-14,419814109802246;-14,419814109802246;-14,419814109802246;-14,419814109802246;-14,419814109802246;-14,419814109802246;-14,419814109802246;-14,419814109802246;-14,419814109802246;-14,419814109802246;-14,419814109802246;-14,419814109802246;-14,419814109802246;-14,419814109802246;-14,419814109802246;-14,419814109802246;-14,419814109802246;-14,419814109802246;-14,419814109802246;-14,419814109802246;-14,419814109802246;-14,419814109802246
1593689657,9690773;-14,419814109802246;-14,442669868469238;-14,519903182983398;-14,399482727050781;-14,319514274597168;-14,18795108795166;-14,229155540466309;-14,417365074157715;-14,291966438293457;-14,602885246276855;-14,449359893798828;-14,703590393066406;-14,520959854125977;-14,736344337463379;-14,87222671508789;-14,98159122467041;-15,070505142211914;-15,124475479125977;-14,975628852844238;-15,104686737060547;-15,133639335632324;-15,05366325378418;-14,921003341674805;-14,894155502319336;-15,069944381713867;-14,849553108215332;-14,856436729431152;-14,775423049926758;-14,901360511779785;-14,762571334838867;-15,135359764099121;-14,717032432556152
1593689657,9730773;-15,42067813873291;-15,42067813873291;-15,42067813873291;-15,42067813873291;-15,42067813873291;-15,42067813873291;-15,42067813873291;-15,42067813873291;-15,42067813873291;-15,42067813873291;-15,42067813873291;-15,42067813873291;-15,42067813873291;-15,42067813873291;-15,42067813873291;-15,42067813873291;-15,42067813873291;-15,42067813873291;-15,42067813873291;-15,42067813873291;-15,42067813873291;-15,42067813873291;-15,42067813873291;-15,42067813873291;-15,42067813873291;-15,42067813873291;-15,42067813873291;-15,42067813873291;-15,42067813873291;-15,42067813873291;-15,42067813873291;-15,42067813873291
1593689657,9770772;-15,42067813873291;-15,231851577758789;-15,579133033752441;-15,678619384765625;-15,83536148071289;-15,607019424438477;-15,639891624450684;-15,883172988891602;-16,021286010742188;-16,06397247314453;-15,945630073547363;-16,108625411987305;-15,930122375488281;-16,204727172851562;-16,1218318939209;-16,22832489013672;-16,36846351623535;-16,328617095947266;-16,07015037536621;-16,287343978881836;-16,309192657470703;-16,38709831237793;-16,448015213012695;-16,45819091796875;-16,63241195678711;-16,545026779174805;-16,364803314208984;-16,257732391357422;-15,958053588867188;-16,074716567993164;-16,026138305664062;-15,98953628540039
1593689657,9810772;-20,605222702026367;-20,605222702026367;-20,605222702026367;-20,605222702026367;-20,605222702026367;-20,605222702026367;-20,605222702026367;-20,605222702026367;-20,605222702026367;-20,605222702026367;-20,605222702026367;-20,605222702026367;-20,605222702026367;-20,605222702026367;-20,605222702026367;-20,605222702026367;-20,605222702026367;-20,605222702026367;-20,605222702026367;-20,605222702026367;-20,605222702026367;-20,605222702026367;-20,605222702026367;-20,605222702026367;-20,605222702026367;-20,605222702026367;-20,605222702026367;-20,605222702026367;-20,605222702026367;-20,605222702026367;-20,605222702026367;-20,605222702026367
1593689657,9850771;-20,605222702026367;-20,62777328491211;-20,66542625427246;-20,79366683959961;-20,968225479125977;-20,86004638671875;-20,91681671142578;-21,04882049560547;-21,40650749206543;-21,332597732543945;-21,193769454956055;-21,376693725585938;-21,52286148071289;-21,694181442260742;-21,730735778808594;-21,901445388793945;-21,898122787475586;-22,015094757080078;-21,579336166381836;-21,701858520507812;-21,517690658569336;-21,648616790771484;-21,395689010620117;-21,509687423706055;-21,39916229248047;-21,24715805053711;-21,21261978149414;-21,07657814025879;-21,12693977355957;-20,969213485717773;-21,02664566040039;-21,047863006591797
1593689657,989077;-20,783061981201172;-20,783061981201172;-20,783061981201172;-20,783061981201172;-20,783061981201172;-20,783061981201172;-20,783061981201172;-20,783061981201172;-20,783061981201172;-20,783061981201172;-20,783061981201172;-20,783061981201172;-20,783061981201172;-20,783061981201172;-20,783061981201172;-20,783061981201172;-20,783061981201172;-20,783061981201172;-20,783061981201172;-20,783061981201172;-20,783061981201172;-20,783061981201172;-20,783061981201172;-20,783061981201172;-20,783061981201172;-20,783061981201172;-20,783061981201172;-20,783061981201172;-20,783061981201172;-20,783061981201172;-20,783061981201172;-20,783061981201172
1593689657,993077;-20,783061981201172;-20,776247024536133;-21,01175880432129;-21,138248443603516;-21,125944137573242;-20,977109909057617;-20,957956314086914;-21,0869140625;-21,04892349243164;-21,12334442138672;-20,90274429321289;-20,954078674316406;-20,86227798461914;-20,861164093017578;-20,802898406982422;-20,791500091552734;-20,934844970703125;-20,918670654296875;-20,46004867553711;-20,59355926513672;-20,721403121948242;-20,53508758544922;-20,358484268188477;-20,34991455078125;-20,533092498779297;-20,32156753540039;-20,557689666748047;-20,303695678710938;-20,53292465209961;-20,564029693603516;-21,026695251464844;-21,112716674804688
1593689657,997077;-21,263111114501953;-21,263111114501953;-21,263111114501953;-21,263111114501953;-21,263111114501953;-21,263111114501953;-21,263111114501953;-21,263111114501953;-21,263111114501953;-21,263111114501953;-21,263111114501953;-21,263111114501953;-21,263111114501953;-21,263111114501953;-21,263111114501953;-21,263111114501953;-21,263111114501953;-21,263111114501953;-21,263111114501953;-21,263111114501953;-21,263111114501953;-21,263111114501953;-21,263111114501953;-21,263111114501953;-21,263111114501953;-21,263111114501953;-21,263111114501953;-21,263111114501953;-21,263111114501953;-21,263111114501953;-21,263111114501953;-21,263111114501953
1593689658,001077;-21,263111114501953;-21,040327072143555;-21,069355010986328;-21,02802276611328;-20,95069694519043;-20,66291046142578;-20,66564178466797;-20,944660186767578;-21,043407440185547;-21,13916778564453;-21,06472396850586;-21,06711196899414;-21,059289932250977;-21,137371063232422;-21,328664779663086;-21,144651412963867;-21,456220626831055;-21,317657470703125;-21,248945236206055;-21,428632736206055;-21,57231903076172;-21,479145050048828;-21,4665470123291;-21,624229431152344;-21,832130432128906;-21,64695167541504;-22,07438087463379;-21,777137756347656;-21,88592529296875;-21,760753631591797;-21,73710823059082;-21,63019371032715
1593689658,005077;-21,42613983154297;-21,42613983154297;-21,42613983154297;-21,42613983154297;-21,42613983154297;-21,42613983154297;-21,42613983154297;-21,42613983154297;-21,42613983154297;-21,42613983154297;-21,42613983154297;-21,42613983154297;-21,42613983154297;-21,42613983154297;-21,42613983154297;-21,42613983154297;-21,42613983154297;-21,42613983154297;-21,42613983154297;-21,42613983154297;-21,42613983154297;-21,42613983154297;-21,42613983154297;-21,42613983154297;-21,42613983154297;-21,42613983154297;-21,42613983154297;-21,42613983154297;-21,42613983154297;-21,42613983154297;-21,42613983154297;-21,42613983154297
1593689658,0090768;-21,42613983154297;-21,396255493164062;-21,090234756469727;-21,13262176513672;-20,964616775512695;-20,704952239990234;-20,659992218017578;-21,001056671142578;-21,079204559326172;-21,169876098632812;-21,38233757019043;-21,562620162963867;-21,80129051208496;-21,97698974609375;-22,374326705932617;-22,383941650390625;-22,82419776916504;-22,6486873626709;-22,878353118896484;-22,900182723999023;-23,032663345336914;-22,98736572265625;-22,857006072998047;-22,896726608276367;-22,977380752563477;-22,796178817749023;-23,045604705810547;-22,580280303955078;-22,911590576171875;-22,530405044555664;-22,541057586669922;-22,216594696044922
1593689658,0130768;-20,48361587524414;-20,48361587524414;-20,48361587524414;-20,48361587524414;-20,48361587524414;-20,48361587524414;-20,48361587524414;-20,48361587524414;-20,48361587524414;-20,48361587524414;-20,48361587524414;-20,48361587524414;-20,48361587524414;-20,48361587524414;-20,48361587524414;-20,48361587524414;-20,48361587524414;-20,48361587524414;-20,48361587524414;-20,48361587524414;-20,48361587524414;-20,48361587524414;-20,48361587524414;-20,48361587524414;-20,48361587524414;-20,48361587524414;-20,48361587524414;-20,48361587524414;-20,48361587524414;-20,48361587524414;-20,48361587524414;-20,48361587524414
1593689658,0170767;-20,48361587524414;-20,746042251586914;-20,488142013549805;-20,599811553955078;-20,726871490478516;-20,492002487182617;-20,55879020690918;-20,819116592407227;-20,67293357849121;-20,806081771850586;-20,683406829833984;-20,647172927856445;-20,8807430267334;-20,809425354003906;-20,72966957092285;-20,662857055664062;-20,81968879699707;-20,60618019104004;-20,5688533782959;-20,828617095947266;-20,865032196044922;-20,741605758666992;-20,65147590637207;-20,6684513092041;-20,783140182495117;-20,752830505371094;-20,956588745117188;-20,98089027404785;-21,032608032226562;-20,855222702026367;-21,09707260131836;-21,035919189453125
1593689658,0210767;-13,66735553741455;-13,66735553741455;-13,66735553741455;-13,66735553741455;-13,66735553741455;-13,66735553741455;-13,66735553741455;-13,66735553741455;-13,66735553741455;-13,66735553741455;-13,66735553741455;-13,66735553741455;-13,66735553741455;-13,66735553741455;-13,66735553741455;-13,66735553741455;-13,66735553741455;-13,66735553741455;-13,66735553741455;-13,66735553741455;-13,66735553741455;-13,66735553741455;-13,66735553741455;-13,66735553741455;-13,66735553741455;-13,66735553741455;-13,66735553741455;-13,66735553741455;-13,66735553741455;-13,66735553741455;-13,66735553741455;-13,66735553741455
1593689658,0250766;-13,66735553741455;-13,887173652648926;-13,736098289489746;-13,774922370910645;-14,0365571975708;-13,555926322937012;-13,786969184875488;-13,680866241455078;-13,78312873840332;-13,688798904418945;-13,778231620788574;-13,59774398803711;-13,564828872680664;-13,555693626403809;-13,546436309814453;-13,416655540466309;-13,577098846435547;-13,456623077392578;-13,376045227050781;-13,525181770324707;-13,373839378356934;-13,406545639038086;-13,208808898925781;-13,157306671142578;-13,380577087402344;-13,48271369934082;-13,510261535644531;-13,834210395812988;-13,861552238464355;-13,96013069152832;-13,873176574707031;-13,986882209777832
1593689658,0290766;-14,55502986907959;-14,55502986907959;-14,55502986907959;-14,55502986907959;-14,55502986907959;-14,55502986907959;-14,55502986907959;-14,55502986907959;-14,55502986907959;-14,55502986907959;-14,55502986907959;-14,55502986907959;-14,55502986907959;-14,55502986907959;-14,55502986907959;-14,55502986907959;-14,55502986907959;-14,55502986907959;-14,55502986907959;-14,55502986907959;-14,55502986907959;-14,55502986907959;-14,55502986907959;-14,55502986907959;-14,55502986907959;-14,55502986907959;-14,55502986907959;-14,55502986907959;-14,55502986907959;-14,55502986907959;-14,55502986907959;-14,55502986907959
1593689658,0330765;-14,55502986907959;-14,819933891296387;-14,618521690368652;-14,82081413269043;-14,635890007019043;-14,408928871154785;-14,436256408691406;-14,481542587280273;-14,581053733825684;-14,618329048156738;-14,635751724243164;-14,722752571105957;-14,584382057189941;-14,685554504394531;-14,806357383728027;-14,637775421142578;-14,892626762390137;-14,866541862487793;-14,71017837524414;-14,66120719909668;-14,759956359863281;-14,623518943786621;-14,601522445678711;-14,428457260131836;-14,487557411193848;-14,626422882080078;-14,908085823059082;-14,951471328735352;-15,038924217224121;-15,124046325683594;-15,16241455078125;-15,44756031036377
1593689658,0370765;-17,67470359802246;-17,67470359802246;-17,67470359802246;-17,67470359802246;-17,67470359802246;-17,67470359802246;-17,67470359802246;-17,67470359802246;-17,67470359802246;-17,67470359802246;-17,67470359802246;-17,67470359802246;-17,67470359802246;-17,67470359802246;-17,67470359802246;-17,67470359802246;-17,67470359802246;-17,67470359802246;-17,67470359802246;-17,67470359802246;-17,67470359802246;-17,67470359802246;-17,67470359802246;-17,67470359802246;-17,67470359802246;-17,67470359802246;-17,67470359802246;-17,67470359802246;-17,67470359802246;-17,67470359802246;-17,67470359802246;-17,67470359802246
1593689658,0410764;-17,67470359802246;-17,94264793395996;-17,597049713134766;-17,92918586730957;-17,64801788330078;-17,743553161621094;-17,503416061401367;-17,71852684020996;-17,744876861572266;-17,787078857421875;-17,685209274291992;-17,863359451293945;-17,808414459228516;-17,84397315979004;-17,935285568237305;-17,75748634338379;-18,004201889038086;-18,00575065612793;-18,04894256591797;-17,997793197631836;-18,387256622314453;-18,100383758544922;-18,354106903076172;-18,341341018676758;-18,385005950927734;-18,24540138244629;-18,461997985839844;-18,359268188476562;-18,5186710357666;-18,425090789794922;-18,2919979095459;-18,59937286376953
1593689658,0450764;-11,800713539123535;-11,800713539123535;-11,800713539123535;-11,800713539123535;-11,800713539123535;-11,800713539123535;-11,800713539123535;-11,800713539123535;-11,800713539123535;-11,800713539123535;-11,800713539123535;-11,800713539123535;-11,800713539123535;-11,800713539123535;-11,800713539123535;-11,800713539123535;-11,800713539123535;-11,800713539123535;-11,800713539123535;-11,800713539123535;-11,800713539123535;-11,800713539123535;-11,800713539123535;-11,800713539123535;-11,800713539123535;-11,800713539123535;-11,800713539123535;-11,800713539123535;-11,800713539123535;-11,800713539123535;-11,800713539123535;-11,800713539123535
1593689658,0490763;-11,800713539123535;-11,785529136657715;-11,58362865447998;-11,7303466796875;-11,614278793334961;-11,286545753479004;-10,996153831481934;-11,18443489074707;-11,175749778747559;-11,010743141174316;-11,129305839538574;-11,068055152893066;-11,08401107788086;-11,1475830078125;-11,29145622253418;-11,211580276489258;-11,669764518737793;-11,46468448638916;-11,562947273254395;-11,646881103515625;-11,922036170959473;-11,949994087219238;-12,10098648071289;-12,16162109375;-12,377300262451172;-12,338578224182129;-12,416817665100098;-12,457673072814941;-12,499838829040527;-12,451852798461914;-12,323758125305176;-12,257438659667969
1593689658,0530763;-6,982350826263428;-6,982350826263428;-6,982350826263428;-6,982350826263428;-6,982350826263428;-6,982350826263428;-6,982350826263428;-6,982350826263428;-6,982350826263428;-6,982350826263428;-6,982350826263428;-6,982350826263428;-6,982350826263428;-6,982350826263428;-6,982350826263428;-6,982350826263428;-6,982350826263428;-6,982350826263428;-6,982350826263428;-6,982350826263428;-6,982350826263428;-6,982350826263428;-6,982350826263428;-6,982350826263428;-6,982350826263428;-6,982350826263428;-6,982350826263428;-6,982350826263428;-6,982350826263428;-6,982350826263428;-6,982350826263428;-6,982350826263428
1593689658,0570762;-6,982350826263428;-7,053337574005127;-7,112539768218994;-7,094393730163574;-7,042881965637207;-6,98386287689209;-6,91355037689209;-7,171745300292969;-7,41547966003418;-7,583705902099609;-7,857495307922363;-7,841566562652588;-7,913212299346924;-8,21812915802002;-8,24699592590332;-8,335192680358887;-8,495980262756348;-8,3980712890625;-8,099403381347656;-8,332685470581055;-7,913146495819092;-8,013160705566406;-7,6810832023620605;-7,714109897613525;-7,589133262634277;-7,412072658538818;-7,583095073699951;-7,532373428344727;-7,505456924438477;-7,46630859375;-7,553710460662842;-7,534016132354736
